ID,collection_date,longitude,latitude
104,2024-07-24,3989597.93805034,2957006.96876153
105,2024-06-29,4024040.67994171,2954194.28979079
106,2024-06-30,4022351.56328899,2949161.83404855
107,2024-07-15,4018597.60966993,2963496.65678403
108,2024-07-25,4004060.72958452,2952815.83758436
109,2024-07-17,4000601.65110561,2955108.36104413
110,2024-07-24,4023892.37589905,2959123.95486144
111,2024-07-28,3998255.70024838,2957543.06964644
112,2024-07-23,4002013.8464036,2960446.30416132
113,2024-07-23,4022758.20193107,2941413.30566361
114,2024-07-13,3998145.38001833,2959381.18592101
115,2024-07-15,4004017.26869364,2957999.64401941
116,2024-07-21,3995391.28095966,2954642.15990815
117,2024-07-18,3996381.18460185,2954373.93918843
118,2024-07-20,3985341.44518051,2961791.463357
119,2024-07-17,3998143.94573044,2955641.78461238
120,2024-07-19,3997832.7381413,2952843.51597728
121,2024-07-27,3993704.0700701,2957842.25509199
122,2024-07-30,3987121.95254892,2959093.13489089
123,2024-07-31,4021208.88029834,2937912.27819612
124,2024-07-28,3996967.07405965,2953956.46317312
125,2024-07-28,4000081.84955317,2955650.19237917
126,2024-07-27,4026344.81878014,2963412.41819224
127,2024-07-19,4008733.65136208,2956074.35135082
128,2024-07-13,3996372.00891342,2952725.29130483
129,2024-07-15,4024941.5300054,2962557.73877255
130,2024-07-31,4015549.38928509,2964746.9402786
131,2024-07-29,4000965.92443272,2954693.59631183
132,2024-07-20,4009488.13083646,2968635.98708298
133,2024-07-30,4022637.4692353,2945447.46638349
134,2024-07-31,3994869.20257767,2953883.337002
135,2024-07-28,4002349.82594644,2958742.98818816
136,2024-08-04,4000245.87753706,2956926.5207998
137,2024-07-29,3998750.0714007,2955835.16548606
138,2024-08-02,4003627.9555516,2956668.3811843
139,2024-07-31,3998568.83859814,2952185.07245594
140,2024-08-04,3997678.06720039,2956332.47886396
141,2024-08-04,3994159.1268232,2957575.95709913
142,2024-07-21,4014741.63957797,2964664.65615428
143,2024-07-20,4023112.32872497,2944181.55299053
144,2024-08-04,3986859.41421691,2959760.43284741
145,2024-07-31,3999663.87094541,2959142.8772329
146,2024-07-21,4004694.3284879,2957171.66480899
147,2024-08-02,4016036.66677684,2965008.43122167
148,2024-07-21,3986566.34370491,2958741.65563596
149,2024-08-06,4000568.22156432,2957672.17913254
150,2024-08-07,3998920.75527189,2954663.23495736
151,2024-08-06,3989395.86564989,2957018.29410742
152,2024-07-17,3991722.06834503,2955963.38534509
153,2024-08-09,4021110.10077787,2966586.92917144
154,2024-08-04,3985983.37737584,2969464.31165683
155,2024-08-09,3998483.05148838,2957113.86682983
156,2024-07-25,3987387.26465508,2960981.16566146
157,2024-08-05,4007709.37216968,2963089.01025313
158,2024-08-02,4000372.12797212,2954008.52022445
159,2024-08-04,3999315.24297847,2955396.46390137
160,2024-08-09,4015827.90078689,2959919.169747
161,2024-08-06,4003534.92685081,2951519.90904802
162,2024-08-12,3998008.64422762,2954863.04818583
163,2024-08-11,3998773.20992242,2956963.98854278
164,2024-08-12,4000421.05742686,2955927.02031397
165,2024-08-09,3983862.89755255,2961458.4959373
166,2024-07-22,4017642.10098284,2967227.47306022
167,2024-07-24,3998791.10425525,2954912.53605694
168,2024-07-28,3993890.02046078,2956540.55041164
169,2024-07-23,4006155.64292714,2953207.95206242
170,2024-08-17,4021657.27546611,2932213.87989062
171,2024-07-30,3996349.28072833,2953434.12858341
172,2024-08-15,3995700.47939193,2955632.3744229
173,2024-08-14,3984278.5546793,2962383.16079839
174,2024-07-28,3991303.61803572,2947719.98005283
175,2024-07-30,3995583.45580982,2954815.72111468
176,2024-08-11,3993047.50492168,2956305.84672253
177,2024-08-09,3970413.02464827,2969360.59251606
178,2024-08-15,4027281.47099326,2962196.24583265
179,2024-08-15,4017185.59235964,2964683.2152706
180,2024-08-17,3999160.24978354,2953106.46531265
181,2024-07-22,3989044.46296832,2957600.3368414
182,2024-08-19,4007549.62792576,2953294.95608164
183,2024-08-13,3996163.08090156,2957035.32062973
184,2024-08-17,3997282.39872635,2956122.89985529
185,2024-08-16,4003946.79619277,2951977.49522674
186,2024-08-09,3999263.54401334,2952787.06588857
187,2024-08-18,4006853.6992822,2954977.61987259
188,2024-08-15,4002795.16768483,2957112.17530899
189,2024-07-31,3998858.82241813,2959078.10761813
190,2024-08-11,3990589.93024382,2959139.62639114
191,2024-08-16,4000415.62117146,2953365.75855247
192,2024-08-16,4006695.66314857,2964277.67119101
193,2024-08-14,4016748.03692504,2966925.00636324
194,2024-07-31,3999220.6395025,2954305.6294925
195,2024-08-17,4001246.37804339,2954410.93964266
196,2024-07-28,3991760.33597475,2947960.65288962
197,2024-08-13,3988538.86263018,2958345.3318888
198,2024-08-07,4021016.67788229,2939600.1841301
199,2024-08-19,4015186.30227198,2964468.65226406
200,2024-08-02,3989874.27887992,2958348.32054419
201,2024-08-19,3991628.85234565,2947416.93713446
202,2024-08-19,4022989.84286434,2960017.89670377
203,2024-08-19,4022106.31929102,2962737.7423786
204,2024-08-04,4001422.74613105,2955651.5061227
205,2024-08-12,4016363.67875497,2967085.85965855
206,2024-08-03,3993570.47467876,2956027.72276945
207,2024-08-03,3998462.63140519,2958841.00476839
208,2024-08-18,3997236.16482754,2960321.25459527
209,2024-08-24,3996506.31926972,2957191.17719677
210,2024-08-20,3996320.34164865,2955218.91910966
211,2024-08-08,4016676.44733738,2965092.74213214
212,2024-08-17,3998739.71993745,2951852.12633098
213,2024-08-20,3997291.98509226,2958879.16754778
214,2024-08-23,4003073.3744148,2956630.12470782
215,2024-08-26,3995533.7072332,2955673.54156911
216,2024-08-29,4010727.02068003,2968340.04626103
217,2024-08-23,3988328.79687093,2959386.63993215
218,2024-08-07,3994064.69683106,2955546.57680672
219,2024-08-24,4005308.32754438,2957129.90955587
220,2024-08-23,3991967.36156024,2947400.94439987
221,2024-08-23,4021383.95505532,2949323.36269779
222,2024-08-25,3979124.38611844,2975229.40732317
223,2024-08-17,4004926.38858433,2961923.11565924
224,2024-08-22,4024316.82431454,2936522.03205226
225,2024-08-24,3995440.68807861,2955203.86544096
226,2024-08-22,3982721.53516213,2961141.54113681
227,2024-08-28,4015695.86084695,2964522.61700293
228,2024-08-26,4026374.07589919,2946577.50239601
229,2024-08-16,4006058.53176018,2954730.52992948
230,2024-08-08,3998489.07627502,2955966.82126441
231,2024-08-15,3998510.41398499,2959781.73938817
232,2024-08-26,3990111.83325507,2957676.38221704
233,2024-08-14,4001224.62807832,2962479.2734416
234,2024-08-28,3995523.87800468,2956721.59193128
235,2024-08-27,4018420.09511524,2967973.38071601
236,2024-08-29,3990965.8664034,2958725.40659646
237,2024-08-29,3996792.57315579,2957934.0567861
238,2024-08-22,4015442.22628831,2964557.00442562
239,2024-08-31,4020393.41098527,2966633.77112831
240,2024-08-10,4022357.77505769,2966109.92540878
241,2024-08-30,4020496.68754202,2963285.03923783
242,2024-08-29,3999708.8881155,2952214.08218877
243,2024-09-02,3991832.97291342,2968181.38888052
244,2024-08-28,4000755.39309105,2953358.17218445
245,2024-08-12,3983239.80992563,2961639.038916
246,2024-08-30,3993258.32831909,2957003.35524358
247,2024-08-31,3995769.65087473,2957128.63398891
248,2024-08-29,4004268.35729727,2955150.93433118
249,2024-08-30,3995620.55830947,2962554.43410206
250,2024-08-20,4006993.26274962,2963951.36263474
251,2024-08-31,4014444.03858556,2962738.19643743
252,2024-08-13,4017201.19136232,2958473.25829622
253,2024-09-03,4002018.73023265,2957262.17641015
254,2024-08-25,3979611.67530922,2961881.77764522
255,2024-09-01,4022643.1861952,2963933.6092201
256,2024-08-31,4018834.29209585,2963866.62131934
257,2024-09-02,3994830.34750473,2957329.51049056
258,2024-08-31,3997246.25201935,2953481.98391962
259,2024-08-20,4004589.13973471,2950790.70554687
260,2024-09-07,4000110.7539265,2952669.27298517
261,2024-08-31,3997498.28110936,2955734.84777726
262,2024-09-03,3999122.14939258,2957750.43954664
263,2024-09-06,4008892.51135583,2958055.76356531
264,2024-09-04,3990063.0967159,2950544.58962624
265,2024-09-06,3994255.62205575,2957475.91656257
266,2024-09-05,3970550.44915197,2965436.19012016
267,2024-09-04,3998830.32609244,2954804.64362207
268,2024-08-18,3977876.4076583,2976450.94243297
269,2024-08-30,4003942.67471727,2954162.3096803
270,2024-09-01,3991966.73761325,2959064.22373184
271,2024-09-06,3969644.13896101,2974571.27313645
272,2024-09-04,4004311.8705537,2953341.12723978
273,2024-09-04,4022588.44743929,2967590.41665528
274,2024-08-23,4024075.8368647,2962824.30183688
275,2024-08-21,3985192.43865713,2959374.79351536
276,2024-08-29,3999438.63429804,2952052.42920943
277,2024-09-05,4018685.03843109,2963690.52928667
278,2024-08-20,4026798.06910864,2962139.48447578
279,2024-09-09,4028596.28522678,2959817.83821173
280,2024-09-04,3999048.28364474,2954613.78784806
281,2024-08-25,3986961.03638757,2952943.51849063
282,2024-08-18,3978042.0316331,2977957.38725482
283,2024-08-23,3984126.31391302,2962068.5881144
284,2024-08-21,4000336.04479155,2951683.96504285
285,2024-08-21,4012930.98238369,2946515.31977727
286,2024-09-05,3996099.52757688,2957002.99839678
287,2024-09-05,4017063.67046125,2966962.27018021
288,2024-09-03,3992375.74321182,2960050.71205283
289,2024-09-07,4019871.59766523,2940770.8656552
290,2024-09-09,3994162.87890166,2955971.30041698
291,2024-09-14,4000128.36173972,2953564.42557953
292,2024-09-13,4023555.91052381,2958545.04207045
293,2024-08-23,3993192.26559449,2949926.17081602
294,2024-09-09,3996277.17461448,2954216.40351051
295,2024-09-10,4010628.61008746,2955666.95482338
296,2024-09-10,4022548.75252399,2959449.6073785
297,2024-09-09,4012277.26522311,2971860.81380513
298,2024-09-09,3986136.92296921,2957361.16499437
299,2024-09-10,3977669.53735113,2980292.5725676
300,2024-09-07,4017271.50016746,2941401.75524008
301,2024-09-09,4019194.79109036,2966262.47315284
302,2024-09-14,3993650.09811589,2957349.1739987
303,2024-09-09,3984469.0701064,2960369.60608016
304,2024-09-13,3988930.00377564,2957821.55420415
305,2024-09-08,4003398.53789292,2955265.01254359
306,2024-09-13,4001746.69695237,2955785.00303133
307,2024-09-17,3992226.69303711,2954329.11531472
308,2024-09-08,3991671.27939721,2957139.96303561
309,2024-09-14,3984860.13877512,2975458.64957622
310,2024-08-29,3995621.83794791,2957079.17475524
311,2024-09-11,3989232.4352044,2943041.74461779
312,2024-09-09,4003288.51189422,2967039.90261055
313,2024-09-18,4011987.94046974,2964238.09060474
314,2024-09-12,4020300.29070992,2929695.90757596
315,2024-09-14,4015972.70031055,2963792.23957076
316,2024-09-13,4017807.07242372,2964498.89851574
317,2024-09-13,4015136.24275063,2966736.58639727
318,2024-09-10,3994583.83817308,2954504.41209319
319,2024-09-12,4012749.09874077,2961095.76572209
320,2024-09-11,4005185.71011948,2952695.10967034
321,2024-09-13,3991119.86900174,2956724.71599884
322,2024-09-15,4000378.62611852,2951792.9415916
323,2024-09-14,4020823.3014617,2947765.56830909
324,2024-09-16,4009429.63053572,2957430.69225945
325,2024-09-11,3998566.24639228,2951858.36746443
326,2024-08-24,4014905.96705526,2961730.332719
327,2024-09-04,4013851.43852343,2964989.01024594
328,2024-09-11,3994896.45068751,2955512.63192316
329,2024-09-12,3993858.57733638,2952456.02077335
330,2024-09-17,4016496.10539688,2964208.18850612
331,2024-09-14,3969773.85618911,2970155.10228451
332,2024-09-15,3987623.39483905,2956205.59727152
333,2024-09-20,3998094.23514462,2958623.15442759
334,2024-09-17,4002658.63950015,2953119.03870457
335,2024-09-16,3993683.87294396,2958157.85693741
336,2024-09-15,3988110.1546305,2952630.56621866
337,2024-09-13,3967313.98844438,2969730.55032836
338,2024-09-15,3996020.99333991,2956470.3739307
339,2024-09-09,3981696.92315834,2962525.74072209
340,2024-09-04,3986014.29566113,2951468.13345974
341,2024-09-17,4000420.66401073,2955551.62774158
342,2024-09-17,4000435.15756952,2952825.37771718
343,2024-09-19,4003455.99888408,2958352.55576801
344,2024-09-17,4004561.0879055,2950871.27846755
345,2024-09-18,3986590.72045204,2953925.8631551
346,2024-09-04,4016147.78906918,2971358.60792204
347,2024-09-21,3979298.24389772,2973900.23083069
348,2024-09-23,4007378.7167101,2944406.60080112
349,2024-09-20,4026663.85507769,2946485.91551542
350,2024-09-19,3993262.9272466,2955886.89871685
351,2024-09-19,4006252.92527742,2964469.52373156
352,2024-09-15,3984829.78896211,2960385.76990541
353,2024-09-21,3992730.30624398,2956210.68261347
354,2024-09-20,4019933.66756634,2966092.17421678
355,2024-09-20,4021748.54570904,2966927.32253827
356,2024-09-17,4015570.53018302,2964611.15706063
357,2024-09-19,3999502.18332306,2956481.69139112
358,2024-09-02,3990255.52466183,2957732.05738853
359,2024-09-13,3991862.44815972,2958797.30060345
360,2024-09-20,3998739.38060004,2960012.99294205
361,2024-09-21,3983397.15053625,2958830.211865
362,2024-09-19,3998568.67715294,2958248.58636024
363,2024-09-19,3999214.25440924,2952839.9518569
364,2024-09-23,3995009.30488866,2957840.16997351
365,2024-09-22,4026393.42212055,2970569.27183801
366,2024-09-22,3994698.47993947,2962410.00247624
367,2024-09-11,3999163.04017101,2959255.61060807
368,2024-09-24,3997514.98301778,2958919.94305935
369,2024-09-10,3994056.34623962,2956829.03897484
370,2024-09-22,4010746.05343292,2968634.15122861
371,2024-09-05,4016450.49684547,2965561.70042003
372,2024-09-09,4004724.21322044,2954578.25664309
373,2024-09-18,4013659.602355,2959677.77775246
374,2024-09-26,3987858.49644466,2960954.97233831
375,2024-09-22,3994477.61999169,2958468.49000765
376,2024-09-20,3998813.39540804,2959441.7064105
377,2024-09-24,3996420.00994095,2959105.79169873
378,2024-09-11,4000764.75605228,2949360.00568162
379,2024-09-09,3993647.8458923,2956147.33294039
380,2024-09-08,3998046.10127155,2957216.61960146
381,2024-09-24,3994218.78260604,2958115.78522603
382,2024-09-09,4001267.82861598,2957685.82683566
383,2024-09-26,3989908.22091721,2961373.30735955
384,2024-09-22,3994670.86530193,2960828.93835711
385,2024-09-22,3987426.78515563,2960273.83244262
386,2024-09-23,3987375.32763846,2954778.65527471
387,2024-09-25,4014003.82002723,2959080.08882142
388,2024-09-10,3996807.41222628,2956846.98761552
389,2024-09-13,3998467.6011955,2951695.12101269
390,2024-09-17,3995015.76768954,2957522.0795832
391,2024-09-24,4024396.30279706,2959661.35398955
392,2024-09-26,3971911.02211212,2978233.59673506
393,2024-09-11,3996795.96834869,2955415.79251142
394,2024-09-24,4008229.69464788,2954725.12524868
395,2024-09-22,3998344.32052543,2952527.52800712
396,2024-09-11,4007350.96486034,2964292.33918481
397,2024-09-27,3996385.38785511,2954902.91783153
398,2024-09-26,3966817.64479444,2971581.9867989
399,2024-09-12,4012781.54211803,2959144.0148677
400,2024-09-29,3991690.6336589,2953941.24568136
401,2024-09-26,3986928.5008932,2962044.5310675
402,2024-09-28,3989095.2669568,2951537.68782732
403,2024-09-24,3996816.26589726,2942959.51640469
404,2024-09-28,4003151.77402701,2954396.94846826
405,2024-09-28,4008256.4156647,2953232.33460435
406,2024-09-08,3997298.59888609,2953834.59311352
407,2024-09-11,3992343.88303068,2961587.7297728
408,2024-09-20,3998223.83801984,2956182.49143313
409,2024-09-23,4012246.05974514,2961542.69425506
410,2024-09-27,4010726.74160155,2957146.77946059
411,2024-09-25,3989066.77211301,2957191.97519538
412,2024-09-08,3999248.39570796,2955618.84475289
413,2024-09-16,3989634.14645301,2952181.82333949
414,2024-09-28,4008994.4797563,2968915.43791708
415,2024-09-09,3987980.04377651,2952502.7136013
416,2024-09-27,4009864.01438281,2956322.10446165
417,2024-10-03,3986591.80474026,2961960.42734745
418,2024-09-19,3990733.97015148,2958724.73736841
419,2024-09-27,3993417.89921352,2957626.1254159
420,2024-09-26,3999271.24707758,2957873.82885369
421,2024-09-12,3999483.87009468,2957358.00804439
422,2024-09-14,4004035.18268193,2953780.79602017
423,2024-09-14,4006236.00431974,2967505.84757837
424,2024-09-30,4011498.41475806,2966737.81440411
425,2024-09-28,3996653.10261678,2957474.68771641
426,2024-09-19,4007716.72133422,2956420.14549211
427,2024-09-25,3993611.05247504,2956481.58824704
428,2024-09-29,4023017.50685011,2969370.9742985
429,2024-09-28,3974052.04713575,2969173.52168161
430,2024-10-01,3994322.62052981,2955381.50994067
431,2024-09-26,4026053.41844287,2962306.41893632
432,2024-10-02,4001849.60244015,2953199.45772668
433,2024-09-29,4015585.98303996,2971505.98790908
434,2024-10-02,4015156.1688513,2959817.1659053
435,2024-09-29,4020271.58604269,2962254.41221488
436,2024-09-12,3975130.06850858,2971906.58291298
437,2024-10-01,4018958.96364127,2942725.89695682
438,2024-09-22,4014842.59688278,2963729.13873698
439,2024-09-16,3986586.30262564,2953521.97425318
440,2024-09-15,4004348.2359768,2954872.933662
441,2024-09-12,3996952.2600192,2954971.8535291
442,2024-09-29,4013171.31929114,2958653.06057439
443,2024-10-02,4020957.38561298,2945124.13414833
444,2024-09-27,4026164.61936355,2961361.74775699
445,2024-09-30,4022633.46418091,2931761.42696714
446,2024-10-05,3988683.56266913,2956624.98925777
447,2024-10-02,3999156.70705067,2956983.04907092
448,2024-09-28,3999739.98698796,2954461.63141282
449,2024-09-21,4029144.54254157,2959855.13348397
450,2024-09-10,4016568.04693733,2965432.37474736
451,2024-10-03,3986042.46322907,2953449.17604149
452,2024-09-18,4022793.69680662,2967488.78047203
453,2024-09-29,3974291.28602397,2963612.08271954
454,2024-09-29,3990405.25445089,2957641.31122654
455,2024-10-03,4023711.32137476,2973840.68999224
456,2024-10-03,4029498.87024452,2960948.34468057
457,2024-10-03,3989697.84137234,2958147.99356238
458,2024-10-01,4023643.59687493,2962298.07918594
459,2024-10-03,4019175.74862001,2941847.19839011
460,2024-09-12,3993685.3058941,2955202.63872219
461,2024-09-18,4017601.16674263,2964463.12572766
462,2024-09-26,4008826.98694744,2952085.19972987
463,2024-09-24,4006430.88007209,2959020.09692855
464,2024-10-02,3991263.64337455,2947763.46985927
465,2024-10-01,3996896.92326362,2956436.83713644
466,2024-09-30,4009914.87710105,2966907.98390561
467,2024-10-03,3990810.49193049,2960373.83602194
468,2024-10-03,3994757.52973688,2959504.25361042
469,2024-09-18,3989355.47498222,2956963.51300235
470,2024-10-07,3993276.71628725,2954439.59472746
471,2024-10-01,4002420.69576807,2955318.47153075
472,2024-09-26,4003633.48217022,2958508.24907914
473,2024-10-03,3960997.46481482,2976889.2416256
474,2024-10-02,3981679.83502669,2971326.72565988
475,2024-10-05,3995337.46049797,2953333.61709934
476,2024-09-29,3992899.39271841,2956838.25167706
477,2024-10-03,3989637.15760894,2958981.58689696
478,2024-10-07,3999778.31537126,2954614.77663754
479,2024-09-19,4006975.91918948,2956665.89710579
480,2024-10-03,4008269.99411949,2956905.31900247
481,2024-10-04,4027882.30765554,2963155.8176406
482,2024-10-01,3983690.80433825,2959310.85902483
483,2024-10-07,4007922.47672073,2963542.0495572
484,2024-09-29,4027538.91470432,2944374.69155399
485,2024-10-07,3997369.35029095,2959278.00102923
486,2024-10-08,3995450.48412141,2956166.98236144
487,2024-09-29,3968960.93903255,2974610.56762575
488,2024-09-25,3979536.13741815,2978742.55097106
489,2024-10-04,4002648.2910308,2955723.61715357
490,2024-10-06,4006941.99425136,2965115.95768058
491,2024-10-06,3993765.82184113,2959452.85770211
492,2024-10-02,4023174.11972181,2959788.32818147
493,2024-09-22,4004887.45876051,2952563.34452823
494,2024-10-07,3968368.67756245,2968461.06911272
495,2024-10-05,4004463.60095042,2951494.58491128
496,2024-10-03,3998770.64790271,2955400.66204088
497,2024-10-09,3984557.42685509,2958660.84707654
498,2024-09-17,3997178.41673566,2955568.11654199
499,2024-10-08,4002500.30433433,2952875.18225452
500,2024-10-06,4027291.85858167,2946979.46424406
501,2024-10-07,3977110.10400957,2965922.20134208
502,2024-10-08,4005828.0896994,2958381.49261616
503,2024-10-04,3995805.28878973,2956719.16868349
504,2024-10-10,3985394.2893742,2961704.21150633
505,2024-10-12,3987652.11132049,2957543.93814176
506,2024-10-08,4026317.01329171,2960566.16351023
507,2024-10-08,4003411.89973892,2952196.32288421
508,2024-10-06,3982094.53598695,2958639.06717293
509,2024-09-24,4000008.92570106,2954808.31378359
510,2024-10-14,4004529.0932117,2957626.20552851
511,2024-09-17,3977331.0528602,2975775.80941479
512,2024-09-27,4004450.99583635,2963033.73662728
513,2024-09-29,4006365.21828071,2962659.49182318
514,2024-09-28,4024612.2594989,2963484.31740012
515,2024-10-06,3991310.76704162,2960034.56586325
516,2024-10-08,4007565.69067601,2968586.45809145
517,2024-10-09,3988743.87969039,2961326.11449802
518,2024-10-09,3997946.49744792,2955006.90189447
519,2024-10-06,3994133.89381523,2956271.90940624
520,2024-10-07,3990780.31484163,2956233.75861091
521,2024-10-06,3995131.43435544,2956343.7875857
522,2024-10-12,4004528.90244701,2953207.30698021
523,2024-10-11,4023040.17457604,2962789.09484007
524,2024-10-08,3987230.38837851,2958010.29065537
525,2024-10-10,3994422.75245466,2954930.58042445
526,2024-10-07,4023384.04480908,2959826.69409059
527,2024-10-08,4000873.86179629,2946816.13847642
528,2024-10-10,4027217.84460801,2962056.53893033
529,2024-09-30,4011063.06788319,2958824.49345407
530,2024-10-03,4018380.58686503,2967472.90876242
531,2024-09-29,3996449.56139576,2961020.04182096
532,2024-10-08,3986358.71969591,2959545.90871107
533,2024-10-08,3987811.70660943,2962118.95294037
534,2024-10-10,3971985.67918001,2970031.26449508
535,2024-10-09,4015075.008141,2958668.06662036
536,2024-10-10,3965667.67867087,2969190.57279954
537,2024-10-01,3977300.54371371,2970621.48206423
538,2024-10-16,4000560.30046016,2955054.26580819
539,2024-09-20,3989776.86794713,2958691.68656213
540,2024-10-05,4011740.48856398,2944557.3518602
541,2024-09-22,3993174.07792954,2961574.51082345
542,2024-10-10,4015410.79965398,2959946.41895481
543,2024-09-30,3988262.25895052,2962945.22671637
544,2024-09-26,3991117.0492538,2956594.83464828
545,2024-10-13,3991932.23245591,2953264.53759626
546,2024-09-25,4004334.06680506,2959194.54533235
547,2024-10-09,4014228.03071587,2972313.17042256
548,2024-10-09,3998279.81000024,2955547.35056735
549,2024-10-05,3990522.42362504,2951963.2324802
550,2024-10-01,3997925.3417942,2960468.88676516
551,2024-10-13,3992831.86142761,2952494.47560213
552,2024-09-24,3973559.99469475,2968762.25605871
553,2024-09-26,4025975.3811377,2963091.79856029
554,2024-09-29,3999620.84784469,2951992.87888402
555,2024-09-30,3990825.47793383,2960921.47360315
556,2024-09-20,4007908.23117908,2955777.88078938
557,2024-10-11,4006696.0026407,2956519.51241195
558,2024-09-30,3998446.71705445,2954220.84233636
559,2024-09-30,4000552.04559263,2963107.81819807
